cg18645081	0.08011	NA	0.0553	0.05007	0.0583	0.04374	0.06538	0.03932	0.0637	0.06073	0.06111	0.06948	0.06106	0.05753	0.05735	0.06177	0.05301	0.07704	0.05597	NA	0.06344	0.05135	0.05387	0.0545	0.05372	0.05197	0.07262	NA	0.07412	0.04375
cg08104492	NA	NA	NA	0.90698	0.9092	0.92834	NA	0.91894	0.87125	0.89425	0.88867	0.91037	NA	NA	0.91045	0.91677	0.90852	0.90271	0.92836	0.92688	0.92093	0.91136	0.90001	0.92662	0.92164	0.92936	0.91852	NA	0.91383	0.92281
cg16881960	0.8051	0.79553	0.83738	0.78717	0.83009	0.76285	NA	0.77601	0.8063	NA	0.81701	0.82487	NA	0.8312	0.81628	0.81263	NA	NA	0.82034	0.8258	0.8047	0.7717	0.78698	0.83937	0.81358	0.84271	0.82604	0.83441	0.8534	0.84588
cg01040779	0.79133	0.81273	0.82164	0.84022	0.80568	0.73334	0.84912	NA	0.8728	0.81924	0.8165	0.81582	0.85549	0.86735	NA	0.8184	NA	0.83123	0.89405	0.8483	0.83351	0.82014	0.78712	0.83133	0.81927	NA	NA	0.83144	0.82717	0.84737
cg10438560	NA	0.86964	NA	0.84502	0.86515	0.87516	0.8647	0.86047	0.88932	0.87463	0.86623	0.86563	0.89596	0.86951	0.88227	0.88348	0.86265	0.86376	0.8974	0.90212	0.84162	0.92226	0.85271	0.86656	0.86058	0.84547	0.8797	0.91696	0.88661	0.89548
cg14876517	0.63168	0.58413	0.58355	0.54993	0.62434	0.60185	0.58891	0.56049	0.60662	0.6112	NA	0.55459	0.58193	0.59995	0.60976	0.5592	0.55057	0.58509	0.5772	NA	0.58421	NA	0.59604	0.55641	0.56193	0.5789	0.56002	0.58111	0.5633	0.59405
cg14744141	0.87268	0.86593	0.88056	0.87277	0.88493	0.88706	0.88705	0.89219	0.85902	0.87128	0.86553	0.88695	0.85959	0.90158	0.84668	0.87385	0.86112	NA	0.89219	0.87892	0.87364	0.83868	0.84915	0.86666	0.8769	0.89915	0.82698	0.85665	0.83981	NA
cg08696638	0.80416	0.85479	0.84196	0.81447	0.85271	NA	0.82555	0.86452	0.86815	0.85203	0.8588	0.85866	0.84811	0.88088	0.86592	0.83376	0.81818	NA	0.84583	0.85735	0.82889	0.84034	0.83812	0.84134	0.85878	0.85331	0.85357	NA	0.82244	0.83133
cg27648224	0.79419	0.82084	0.81928	0.77671	0.78194	0.75387	0.79226	0.80152	0.77693	NA	0.76916	0.81676	0.80052	0.84954	0.80839	0.80974	0.8218	0.82757	0.80339	0.83839	0.8223	0.79745	0.81703	0.78876	0.80943	0.8125	0.81438	0.79297	0.81932	0.82926
cg18317533	0.72865	0.72236	0.7744	0.70168	0.70009	0.66485	0.75164	0.73883	0.57975	0.72418	0.71593	NA	0.79953	0.73754	NA	0.70133	0.75158	NA	0.72169	0.71896	0.75273	0.76336	0.78086	0.74365	0.70649	0.70273	0.68095	0.80024	0.76922	0.66153
cg22520678	0.83118	0.79952	0.82621	0.84418	0.8734	0.80591	0.80739	0.82528	0.76985	0.82637	0.83707	0.77947	0.83592	0.81884	0.83684	0.84881	0.75309	0.82303	0.78738	0.85195	0.8003	0.7434	0.8394	0.81526	0.8462	0.88432	0.86187	0.83121	0.82256	NA
cg00244111	0.83228	0.85114	0.83501	0.85809	0.82966	0.82301	0.83324	0.81941	NA	0.85873	0.82389	0.78679	0.80882	0.79951	0.84148	0.87851	0.86915	0.82228	NA	NA	0.84586	0.81726	0.82431	0.82339	0.84368	0.84224	0.83469	0.8551	0.87248	0.82757
cg18811860	0.0671	0.07061	0.05487	0.07003	0.06798	0.08061	0.05642	0.05952	0.06832	0.08187	0.08474	0.07583	0.06109	0.0784	0.0724	0.08298	0.06003	NA	NA	0.08018	0.06906	0.06207	0.06387	0.06816	0.07054	NA	0.06613	0.06422	0.06515	0.0705
cg15983584	0.04246	0.07742	0.08282	0.07921	0.07623	0.07512	0.06848	0.06508	0.07302	0.06243	0.05581	0.05483	0.07927	0.08583	0.09181	0.06904	0.08924	0.07948	0.07252	0.04869	0.08652	0.0799	0.06564	0.06308	0.05063	0.09205	0.052	0.07702	0.06163	0.05776
cg20512669	NA	0.7046	0.80611	NA	0.71535	0.72182	0.81818	0.81534	0.64765	0.74059	0.7817	0.7417	0.80793	0.71423	0.73482	0.74238	NA	0.69859	0.77286	0.76136	0.68349	0.65575	0.75071	0.71196	0.79649	0.81682	0.6769	0.74086	0.72454	0.71718
cg19655704	0.82125	0.83298	0.83982	0.83622	0.83037	0.83263	0.84113	0.86925	0.85011	0.86827	0.83652	0.84755	0.83342	0.84521	0.84362	0.81682	0.84341	0.83886	0.85716	0.8659	0.88079	0.82849	0.87828	0.84817	0.85451	0.85504	0.80942	0.8463	0.87239	0.84629
cg09945801	0.4175	0.49106	0.52926	0.54399	0.51194	0.51694	0.52184	0.49425	0.49025	0.48875	0.49155	0.46774	0.48896	0.46366	0.48742	0.50965	0.53003	NA	0.4211	0.45204	0.51224	0.51427	0.49391	0.47684	0.50671	NA	NA	0.45184	0.45977	0.44333
cg08294721	0.0452	0.04484	0.03234	0.04686	0.03733	NA	0.04332	0.03739	0.04135	0.03764	0.05284	0.04313	NA	0.0432	0.04897	0.04587	0.03995	NA	0.05045	0.0437	0.03655	0.06293	0.03806	0.04527	0.04682	0.03675	0.03512	0.04529	0.03497	0.04546
cg09258804	0.14911	0.20769	0.14693	0.15175	0.14373	0.11953	0.10263	0.1119	0.15107	0.11955	0.10267	0.16555	0.13491	0.11798	NA	0.13027	0.13191	NA	NA	NA	0.15716	0.1271	0.11426	0.10735	0.11559	0.14849	NA	0.13672	NA	0.15269
cg15554421	0.23985	NA	0.15498	0.12064	0.16859	0.17915	0.16133	0.173	0.17999	0.22519	0.15458	0.14803	0.22754	0.15226	0.12626	0.13157	NA	0.18766	0.18408	NA	0.16911	0.1602	0.23224	0.13549	0.13607	0.11978	0.13053	0.18679	0.14948	0.14208
cg01552918	0.05474	0.05245	0.06084	NA	0.05166	0.07338	0.06861	NA	0.05009	0.05859	0.05574	0.06085	0.06281	0.06664	0.05685	0.05761	0.04856	0.06003	0.06835	0.06526	0.09125	0.06166	0.07027	0.06233	0.06473	0.06405	0.04985	0.0556	0.06249	0.05205
cg06120215	0.06607	0.05507	0.05319	0.04461	0.05266	0.0559	0.04772	0.05351	0.06067	0.05101	0.0542	0.04899	0.05032	0.05858	0.05465	0.04308	0.06043	0.04525	0.04811	0.04482	NA	0.05389	0.05896	0.05466	0.06906	0.05405	0.05274	0.04462	0.05258	0.05522
cg07288541	0.79338	0.82373	0.81786	NA	0.80278	0.74058	0.79758	0.77001	0.77336	0.81168	0.7762	0.77289	0.76707	0.83826	0.81434	0.76255	0.79786	0.83659	0.8346	0.80008	0.80564	0.77856	0.77256	NA	0.82859	0.79505	0.80201	NA	0.77611	0.82305
cg13930220	0.91131	0.85789	0.87957	0.91243	0.86402	0.85416	0.88576	0.85778	0.8569	0.82815	0.87099	NA	0.87568	0.89585	0.88113	NA	0.86726	0.86508	0.85877	0.89802	0.89228	0.88627	0.87498	0.8784	0.87059	NA	0.84354	0.88452	0.83972	0.88548
cg12892107	0.93771	0.94479	0.93302	0.95524	0.93083	0.92865	0.93914	0.9402	0.92992	0.92242	NA	NA	0.93589	0.92695	0.93784	0.92986	0.93508	0.93209	0.92335	0.92458	0.93899	0.92837	0.92535	0.93644	0.92679	0.92796	0.9338	0.93239	0.92374	0.92987
cg08477485	0.75598	0.73031	0.76775	NA	0.74452	0.75948	0.72557	NA	0.72806	0.73489	NA	0.7444	0.78916	0.78049	0.76492	0.67187	0.70596	0.74403	0.77621	0.69429	0.69161	0.68814	0.73512	0.7597	0.73676	0.72607	0.75001	0.71829	NA	0.7892
cg09171882	0.05965	0.07778	0.09141	0.05297	0.06899	0.09773	0.07382	0.05463	NA	0.06657	0.0706	0.07758	0.07397	0.05317	0.07372	0.03414	0.05269	0.05845	0.09147	0.08526	0.0732	NA	0.08574	0.07606	0.07274	0.08251	0.04905	0.07167	0.07546	NA
cg21105750	0.1714	0.15051	0.17459	0.17194	0.20129	0.23822	0.17689	0.16365	0.16967	0.19101	0.17901	0.18108	0.14364	0.17617	0.16919	0.14149	0.17517	0.20868	NA	0.1957	NA	NA	0.19132	0.17867	NA	0.21341	0.18535	0.18108	0.23353	0.17309
cg17315106	NA	0.67969	0.79369	0.80467	0.69249	0.71005	0.76273	0.75884	0.74031	0.79609	0.83273	0.74107	0.81935	0.81302	0.79509	0.79012	0.74678	0.71232	0.75251	0.67965	0.68753	0.78661	0.74496	0.73159	0.67463	NA	0.81667	0.73371	0.75664	NA
cg03337256	0.8795	0.86363	0.84949	0.87437	0.83919	0.88654	0.83801	0.85037	NA	0.88536	0.88043	0.85708	0.86864	0.88755	0.88175	0.86098	0.89617	0.86932	0.87188	0.85807	0.86541	NA	0.85289	0.88069	0.87152	NA	0.89581	0.90107	0.84916	0.858
cg05914150	0.7063	0.63251	0.66924	0.61486	0.61229	0.55932	0.65821	0.63651	0.61598	0.69806	0.63575	0.67004	0.63302	0.64699	0.55135	0.66286	0.61078	0.59691	0.61357	0.55848	0.61789	0.56334	0.63741	NA	0.61795	0.6183	0.60691	0.66151	0.59994	0.57941
cg06719728	0.8594	0.81379	0.7933	NA	0.79813	0.78062	0.84939	0.86592	0.80288	0.778	0.82236	0.85001	0.86078	0.83457	0.82551	0.84483	0.83023	NA	0.79419	0.78236	0.78748	0.80273	0.80799	0.85443	0.80065	0.79257	0.8115	0.81697	0.85288	0.84349
cg14024937	0.91127	0.90051	NA	0.90232	NA	NA	0.84937	0.88928	NA	0.90246	0.88103	0.91042	0.86731	0.90689	0.89271	0.90664	0.89802	0.8713	0.86079	0.89538	0.91551	0.87233	0.8925	0.86621	0.88574	0.89521	0.88119	0.89183	0.90186	0.88922
cg01952226	0.35576	0.47847	0.27196	NA	0.31735	0.27928	0.38683	0.32329	0.3887	0.30586	NA	0.24753	NA	0.30233	0.29314	0.27148	NA	NA	0.28639	0.19314	0.29714	0.26473	0.32697	0.30847	0.2537	0.24251	0.27893	0.34922	0.2578	0.24862
cg16775746	0.07389	0.0809	0.07052	0.05591	0.07796	0.07661	NA	0.06265	0.09034	0.08435	NA	0.06886	0.05091	0.08418	0.06413	NA	0.08605	0.07419	NA	0.08148	0.07215	0.07952	0.08651	0.06856	0.08166	0.08529	0.06923	0.08529	0.08059	0.08895
cg02026062	0.10335	0.098	0.09868	0.0752	0.09165	0.10213	0.08884	0.07853	0.09852	0.08934	0.08495	NA	NA	0.1009	0.0767	0.0889	0.10307	0.09617	0.09186	0.09529	0.09228	0.09125	NA	0.10341	0.09533	0.09288	0.08007	0.07919	0.0886	0.10601
cg08944563	0.04974	0.06731	0.0686	0.11539	0.06961	NA	0.06788	0.07446	0.0662	0.05948	0.06635	0.0914	0.05167	0.0655	0.0603	0.09884	NA	0.0649	0.09133	0.06919	0.08346	0.05755	0.09855	0.06058	0.08176	NA	0.07596	0.06076	0.08326	0.08789
cg23191118	0.09558	0.10891	0.08921	0.09292	0.09049	0.10796	0.09688	0.08782	0.10042	NA	0.10444	0.10351	0.10379	NA	0.10525	0.09833	0.11408	0.11278	0.1043	0.10921	0.10194	0.11372	0.11583	NA	0.09477	NA	0.07913	0.09195	NA	0.09469
cg08734125	0.0537	0.05359	0.04864	0.05743	0.06185	NA	0.05937	0.04201	0.04158	0.04437	0.08061	0.04011	0.04336	0.03193	NA	0.04431	NA	0.04296	0.06039	0.06325	0.05809	0.05362	0.04289	0.0389	NA	0.0421	0.04998	0.07031	0.06779	0.05311
cg00673191	0.52252	0.52012	0.46277	0.42003	NA	0.47755	0.51953	0.49855	0.54653	0.6358	0.46255	0.46494	0.51948	0.47048	0.40679	NA	0.47459	0.51819	0.44964	0.3996	0.4294	0.41214	0.45955	0.42377	0.40926	0.38555	0.44573	0.47721	0.49275	0.39846
cg22589339	0.85809	0.82898	NA	0.81478	0.83557	0.84059	0.8144	0.7979	0.79622	0.77797	0.83982	0.81864	0.85029	0.83329	0.81511	0.84301	0.85829	0.84234	0.86391	0.83175	0.81313	0.83316	0.83236	0.84413	0.8029	0.83008	0.84295	0.81254	0.83983	0.84442
cg01838965	0.60372	NA	NA	0.7682	0.66216	0.67617	0.7125	0.67861	0.68302	0.66967	0.72888	0.71866	0.62086	0.68254	0.69037	0.68485	NA	0.65694	0.6634	0.74008	0.64674	0.6528	0.66791	0.67608	0.69758	0.72259	0.64579	0.64181	0.68673	0.72859
cg00376129	0.14534	0.16086	0.12602	0.12759	0.14432	0.15541	0.14819	0.15232	0.13831	0.12239	0.17629	0.1232	0.14803	0.11646	0.14305	0.17609	0.15477	0.14147	0.13515	0.16218	0.13503	0.15119	0.17065	0.13075	0.16819	0.14725	0.12914	0.14205	0.13789	0.14793
cg05913197	0.18773	0.23012	0.17952	0.13042	0.16175	0.20202	0.15938	0.15498	0.15829	0.16422	0.17868	0.17899	0.16891	0.15624	0.16285	0.15449	0.17728	0.12764	0.1638	0.18571	0.1399	0.16675	0.168	0.19766	0.20595	0.19724	0.15623	0.19199	0.20469	0.16758
cg01815076	0.06274	0.15746	0.07627	0.061	0.07373	0.04888	0.07863	0.09025	0.06127	0.06131	0.06049	0.04496	0.04702	0.07402	0.06798	0.0401	0.06025	0.05597	0.06306	0.07406	0.08113	0.0609	0.07134	0.09665	0.07692	0.1306	0.08049	0.12525	0.08943	0.08421
cg15787377	0.6346	0.68361	NA	0.63518	0.66943	0.62806	0.65805	0.6789	0.67156	NA	0.66264	0.67023	0.6542	0.61113	0.66641	0.69044	0.63278	0.61357	0.59509	NA	0.58744	0.615	0.62943	0.64937	0.59719	0.61456	0.56314	0.60347	0.62749	0.64495
cg08821738	0.86112	0.83685	0.84401	0.86343	0.88383	0.8348	0.82762	0.82351	NA	0.82639	NA	0.85902	0.84297	0.84518	0.83581	0.82624	0.50701	0.46434	0.85511	0.87822	0.83612	0.83205	0.81535	0.87815	0.83257	0.82762	0.88589	0.83034	NA	0.85403
cg03423123	0.10016	0.10376	0.3487	0.35875	0.35656	0.37018	NA	0.42199	NA	0.39616	0.09209	0.10189	0.09546	NA	0.35355	0.30736	0.3621	0.38015	0.10215	0.08327	0.38531	0.33873	0.1181	0.08941	0.09372	0.09719	0.33947	NA	0.08812	0.08727
cg25484252	0.12921	0.17191	0.2258	0.23631	0.16052	0.28384	0.21434	0.18523	0.23991	0.22257	0.23816	0.22667	NA	0.19416	0.19784	NA	0.2284	NA	0.20028	0.25427	0.20961	0.19665	0.28359	0.24011	0.23094	NA	0.21008	0.22204	0.18364	NA
cg14463912	0.62506	0.62858	0.62192	0.61228	0.59851	0.52577	0.60067	NA	0.5748	0.66302	0.59463	0.58702	0.5563	0.60925	0.64152	0.58575	0.63226	0.66921	0.61622	0.63798	0.61786	0.66908	0.6321	0.58459	0.6401	0.60327	0.65208	0.61484	0.56262	0.62063
cg01147810	NA	0.17624	0.12006	0.13894	0.11796	0.12996	0.12794	0.11651	0.13992	0.11634	NA	0.1202	0.14126	0.12213	0.12163	0.12935	0.12439	0.12734	0.11581	0.10268	0.11787	0.12202	0.14675	0.12446	0.14417	0.1364	0.09057	0.12691	NA	0.09657
cg14072807	0.80819	0.82379	0.82237	NA	0.84267	0.83709	0.86345	0.85656	0.85354	0.89323	0.85948	0.87033	0.86589	0.82673	0.8475	NA	0.84674	0.85039	0.84971	0.86448	0.83538	0.84254	0.84845	0.8442	NA	0.86389	0.83207	0.86023	NA	0.84391
cg00653870	0.86848	0.88435	0.84071	0.83396	0.82785	0.82276	NA	0.80039	0.8633	0.87982	0.85356	0.88646	0.86528	0.85441	0.87055	0.86454	0.85012	0.86938	0.86278	0.8477	0.85374	0.85517	0.86267	NA	0.82632	0.84545	0.86899	0.85996	0.85559	NA
cg07868215	0.23444	0.20945	NA	0.19647	0.22406	0.23389	NA	0.22759	0.23025	0.1855	0.174	0.14749	0.21932	0.22743	0.16814	0.16963	0.24499	NA	0.22739	0.20586	0.17686	0.13269	NA	NA	0.1879	0.25041	NA	0.17768	0.24916	0.22381
